STATE,SALES_MONTH,CATEGORY_GROUP,TOTAL_DOLLARS
West Virginia,2026-01-01,Concentrates,539951.97
Utah,2026-01-01,Flower,6154424.65
Alaska,2026-01-01,Vapes,3673397.49
Massachusetts,2026-01-01,Vapes,33277382.17
Ohio,2026-01-01,Pre-Rolls,6000321.24
Delaware,2026-01-01,Other,106482.48
District of Columbia,2026-01-01,Edibles,792111.04
Delaware,2026-01-01,Concentrates,195310.89
District of Columbia,2026-01-01,Concentrates,97144.21
Alaska,2026-01-01,Flower,5831765.95
Saskatchewan,2026-01-01,Pre-Rolls,2197896.22
Florida,2026-01-01,Concentrates,13375407.64
Yukon,2026-01-01,Pre-Rolls,86202.57
Louisiana,2026-01-01,Pre-Rolls,4217144.83
Newfoundland and Labrador,2026-01-01,Vapes,1437170.69
Arkansas,2026-01-01,Other,265546.93
Vermont,2026-01-01,Vapes,2217519.08
North Dakota,2026-01-01,Concentrates,117244.75
New Hampshire,2026-01-01,Other,62588.14
Mississippi,2026-01-01,Other,441344.80
New Jersey,2026-01-01,Edibles,12779126.36
Nunavut,2026-01-01,Pre-Rolls,136357.41
New York,2026-01-01,Pre-Rolls,29312183.05
Illinois,2026-01-01,Pre-Rolls,13488642.03
Washington,2026-01-01,Concentrates,7817944.16
Maryland,2026-01-01,Edibles,10612605.69
Connecticut,2026-01-01,Pre-Rolls,3228544.03
Oklahoma,2026-01-01,Other,2630179.75
Puerto Rico,2026-01-01,Other,297653.19
Iowa,2026-01-01,Vapes,739677.77
Alberta,2026-01-01,Edibles,4931229.78
Georgia,2026-01-01,Other,330369.14
California,2026-01-01,Vapes,106855106.21
Illinois,2026-01-01,Other,1838680.96
Saskatchewan,2026-01-01,Other,619867.58
Newfoundland and Labrador,2026-01-01,Flower,1871492.14
Montana,2026-01-01,Concentrates,2608128.78
Oregon,2026-01-01,Concentrates,6921209.81
Virginia,2026-01-01,Other,317077.23
New York,2026-01-01,Vapes,41506643.63
Rhode Island,2026-01-01,Flower,4056495.85
Utah,2026-01-01,Other,729785.29
Yukon,2026-01-01,Concentrates,21210.82
Nova Scotia,2026-01-01,Concentrates,99336.30
Oklahoma,2026-01-01,Flower,51381006.81
North Carolina,2026-01-01,Pre-Rolls,413182.86
Oklahoma,2026-01-01,Pre-Rolls,13909706.20
Ohio,2026-01-01,Vapes,28946633.43
Saskatchewan,2026-01-01,Flower,3420930.55
Pennsylvania,2026-01-01,Edibles,6915706.02
Connecticut,2026-01-01,Edibles,4268207.28
New Hampshire,2026-01-01,Vapes,195881.61
Iowa,2026-01-01,Edibles,51028.85
North Carolina,2026-01-01,Vapes,1505034.67
Pennsylvania,2026-01-01,Pre-Rolls,656.32
Michigan,2026-01-01,Edibles,23777091.23
Delaware,2026-01-01,Edibles,606771.60
California,2026-01-01,Flower,97217808.84
Florida,2026-01-01,Edibles,16008993.73
Nova Scotia,2026-01-01,Pre-Rolls,4962.09
Missouri,2026-01-01,Other,1908731.84
Mississippi,2026-01-01,Concentrates,1120650.71
Manitoba,2026-01-01,Vapes,2374643.67
Puerto Rico,2026-01-01,Concentrates,280025.06
Nevada,2026-01-01,Concentrates,3277763.52
North Dakota,2026-01-01,Vapes,443767.88
New Jersey,2026-01-01,Pre-Rolls,17691242.46
Yukon,2026-01-01,Flower,41053.85
Montana,2026-01-01,Other,1144148.91
Washington,2026-01-01,Other,3078471.26
Ontario,2026-01-01,Concentrates,6405696.03
South Dakota,2026-01-01,Edibles,622967.32
Yukon,2026-01-01,Other,9368.43
California,2026-01-01,Other,14657593.65
Nevada,2026-01-01,Edibles,8013912.24
New Brunswick,2026-01-01,Concentrates,130080.77
Missouri,2026-01-01,Edibles,17377795.52
Alaska,2026-01-01,Pre-Rolls,2936482.36
Texas,2026-01-01,Edibles,185094.97
Saskatchewan,2026-01-01,Edibles,760807.42
Alaska,2026-01-01,Concentrates,1384199.63
Ontario,2026-01-01,Vapes,35242701.21
West Virginia,2026-01-01,Vapes,2270395.39
New Mexico,2026-01-01,Pre-Rolls,6782389.63
North Dakota,2026-01-01,Flower,744383.67
Montana,2026-01-01,Vapes,6795544.19
Washington,2026-01-01,Vapes,29649859.10
Washington,2026-01-01,Flower,23809862.46
Alaska,2026-01-01,Edibles,1632244.79
Mississippi,2026-01-01,Vapes,2422008.19
Oregon,2026-01-01,Vapes,22232462.44
Massachusetts,2026-01-01,Concentrates,5545214.56
Maine,2026-01-01,Vapes,7013642.14
New York,2026-01-01,Edibles,23381240.39
Ohio,2026-01-01,Concentrates,4864972.71
Florida,2026-01-01,Flower,69862635.59
Pennsylvania,2026-01-01,Other,1905788.87
West Virginia,2026-01-01,Edibles,0.00
Texas,2026-01-01,Concentrates,0.00
Connecticut,2026-01-01,Other,550860.20
Illinois,2026-01-01,Flower,53324983.02
Newfoundland and Labrador,2026-01-01,Pre-Rolls,1405408.08
Manitoba,2026-01-01,Concentrates,260935.47
Oregon,2026-01-01,Flower,22462434.52
Nevada,2026-01-01,Vapes,17402048.10
West Virginia,2026-01-01,Other,154564.42
New York,2026-01-01,Concentrates,4540181.45
Utah,2026-01-01,Concentrates,607620.10
Hawaii,2026-01-01,Pre-Rolls,245895.20
Michigan,2026-01-01,Flower,90849669.55
Ontario,2026-01-01,Edibles,15740607.53
Oregon,2026-01-01,Pre-Rolls,10600155.66
District of Columbia,2026-01-01,Pre-Rolls,749391.18
New Mexico,2026-01-01,Other,1077064.52
Newfoundland and Labrador,2026-01-01,Other,330351.92
Ohio,2026-01-01,Flower,44734645.85
Montana,2026-01-01,Edibles,3423214.46
Hawaii,2026-01-01,Concentrates,290530.33
Virginia,2026-01-01,Flower,6984236.05
Arkansas,2026-01-01,Edibles,3672376.72
Manitoba,2026-01-01,Edibles,1095303.22
Arkansas,2026-01-01,Concentrates,1790670.64
New Hampshire,2026-01-01,Pre-Rolls,90080.90
Florida,2026-01-01,Vapes,45851906.54
Colorado,2026-01-01,Flower,31756827.20
North Dakota,2026-01-01,Edibles,30339.70
Nunavut,2026-01-01,Edibles,260.00
Missouri,2026-01-01,Vapes,33720416.18
Maine,2026-01-01,Pre-Rolls,6987099.40
New Hampshire,2026-01-01,Edibles,209370.32
New Jersey,2026-01-01,Concentrates,3407227.87
Massachusetts,2026-01-01,Pre-Rolls,28298002.78
District of Columbia,2026-01-01,Flower,2915219.11
Rhode Island,2026-01-01,Pre-Rolls,1626652.09
Pennsylvania,2026-01-01,Concentrates,6696814.18
New Jersey,2026-01-01,Other,1949206.67
New Brunswick,2026-01-01,Vapes,523935.32
Massachusetts,2026-01-01,Edibles,18963681.70
Newfoundland and Labrador,2026-01-01,Edibles,459522.05
British Columbia,2026-01-01,Flower,22561792.44
Manitoba,2026-01-01,Pre-Rolls,2966798.19
Minnesota,2026-01-01,Pre-Rolls,1987989.92
Virginia,2026-01-01,Pre-Rolls,1111471.15
Maryland,2026-01-01,Pre-Rolls,11081348.96
Vermont,2026-01-01,Concentrates,517487.44
Arizona,2026-01-01,Flower,35658778.88
Pennsylvania,2026-01-01,Flower,52141803.33
Iowa,2026-01-01,Other,235580.36
British Columbia,2026-01-01,Other,4289336.33
North Carolina,2026-01-01,Edibles,671660.78
Iowa,2026-01-01,Concentrates,155764.21
Alberta,2026-01-01,Concentrates,2293716.25
North Carolina,2026-01-01,Other,53985.57
Arkansas,2026-01-01,Pre-Rolls,2.52
Arkansas,2026-01-01,Flower,14051209.89
Alberta,2026-01-01,Pre-Rolls,19649857.19
British Columbia,2026-01-01,Pre-Rolls,28130045.59
Utah,2026-01-01,Vapes,7082411.92
Nova Scotia,2026-01-01,Vapes,5351.87
Minnesota,2026-01-01,Vapes,6744079.51
Ontario,2026-01-01,Other,11099465.07
Maine,2026-01-01,Edibles,5153403.60
North Carolina,2026-01-01,Flower,1405328.10
Illinois,2026-01-01,Edibles,15648387.51
Connecticut,2026-01-01,Vapes,7978236.08
Missouri,2026-01-01,Concentrates,6055398.25
South Dakota,2026-01-01,Other,198946.32
Vermont,2026-01-01,Pre-Rolls,2606753.16
Vermont,2026-01-01,Edibles,1634023.93
New Brunswick,2026-01-01,Other,88294.76
New Jersey,2026-01-01,Flower,42856984.47
Vermont,2026-01-01,Flower,5268667.76
Texas,2026-01-01,Flower,0.00
Georgia,2026-01-01,Edibles,140634.93
Ontario,2026-01-01,Pre-Rolls,56914832.69
Arizona,2026-01-01,Edibles,11715046.61
New Brunswick,2026-01-01,Pre-Rolls,823758.32
Rhode Island,2026-01-01,Other,160827.74
Yukon,2026-01-01,Edibles,9640.98
Nunavut,2026-01-01,Other,13239.02
Kentucky,2026-01-01,Other,39708.25
Illinois,2026-01-01,Vapes,34443473.86
California,2026-01-01,Edibles,38617609.63
Arizona,2026-01-01,Other,1109314.34
Louisiana,2026-01-01,Vapes,6969129.61
Colorado,2026-01-01,Edibles,16057608.80
South Dakota,2026-01-01,Flower,2544143.23
New Hampshire,2026-01-01,Concentrates,49667.34
Ohio,2026-01-01,Other,2437727.91
Kentucky,2026-01-01,Edibles,20594.51
Puerto Rico,2026-01-01,Pre-Rolls,90226.87
Puerto Rico,2026-01-01,Flower,5462747.58
Oregon,2026-01-01,Edibles,11103712.35
Mississippi,2026-01-01,Pre-Rolls,1335358.25
Michigan,2026-01-01,Vapes,49823681.97
Nunavut,2026-01-01,Concentrates,16914.27
California,2026-01-01,Pre-Rolls,53975289.02
Maine,2026-01-01,Concentrates,2651904.54
Michigan,2026-01-01,Pre-Rolls,44703572.83
Alberta,2026-01-01,Flower,16728159.96
New Mexico,2026-01-01,Flower,15616148.26
Maryland,2026-01-01,Flower,47814096.86
Minnesota,2026-01-01,Edibles,2141642.01
Saskatchewan,2026-01-01,Vapes,2086723.80
Hawaii,2026-01-01,Vapes,1117296.84
South Dakota,2026-01-01,Vapes,1298479.59
Nova Scotia,2026-01-01,Other,2275.03
Oklahoma,2026-01-01,Concentrates,9160827.96
New York,2026-01-01,Flower,48447584.15
New Brunswick,2026-01-01,Edibles,172678.34
Colorado,2026-01-01,Pre-Rolls,11471113.68
Hawaii,2026-01-01,Edibles,403510.17
Minnesota,2026-01-01,Other,1107107.80
Massachusetts,2026-01-01,Flower,59838200.44
Arizona,2026-01-01,Concentrates,5641068.54
Arkansas,2026-01-01,Vapes,6033419.46
Montana,2026-01-01,Pre-Rolls,3583112.01
Hawaii,2026-01-01,Flower,849291.65
Saskatchewan,2026-01-01,Concentrates,267197.31
Nunavut,2026-01-01,Flower,190845.19
Yukon,2026-01-01,Vapes,46393.91
Utah,2026-01-01,Pre-Rolls,4193.70
Missouri,2026-01-01,Pre-Rolls,16314385.56
Vermont,2026-01-01,Other,557213.83
Delaware,2026-01-01,Flower,2126367.11
Ohio,2026-01-01,Edibles,13269781.11
Colorado,2026-01-01,Vapes,33793659.07
New Brunswick,2026-01-01,Flower,757296.66
Florida,2026-01-01,Pre-Rolls,12147594.47
Rhode Island,2026-01-01,Concentrates,426532.54
Newfoundland and Labrador,2026-01-01,Concentrates,247360.80
Illinois,2026-01-01,Concentrates,6315568.51
Massachusetts,2026-01-01,Other,3145231.40
Washington,2026-01-01,Edibles,13192883.05
Michigan,2026-01-01,Concentrates,16570236.75
Connecticut,2026-02-01,Flower,8090985.62
New Hampshire,2026-02-01,Flower,44493.72
Utah,2026-02-01,Pre-Rolls,4382.77
Kentucky,2026-02-01,Vapes,1.11
Alberta,2026-02-01,Flower,16220453.26
Nova Scotia,2026-02-01,Other,2377.90
Montana,2026-02-01,Flower,9026223.50
Mississippi,2026-02-01,Vapes,2440264.70
Saskatchewan,2026-02-01,Flower,3146206.50
Rhode Island,2026-02-01,Flower,4051500.19
Colorado,2026-02-01,Vapes,31301909.78
Rhode Island,2026-02-01,Pre-Rolls,1736014.73
Rhode Island,2026-02-01,Other,189518.20
Michigan,2026-02-01,Other,2407615.66
Oklahoma,2026-02-01,Concentrates,6996540.53
Arizona,2026-02-01,Concentrates,5174437.33
Alberta,2026-02-01,Concentrates,2187728.61
British Columbia,2026-02-01,Edibles,7477841.26
Nunavut,2026-02-01,Edibles,455.00
New Mexico,2026-02-01,Flower,15227522.31
Michigan,2026-02-01,Flower,92570811.77
Maryland,2026-02-01,Vapes,22682131.69
Maine,2026-02-01,Other,703879.02
Florida,2026-02-01,Pre-Rolls,11463019.34
Delaware,2026-02-01,Other,103715.84
Manitoba,2026-02-01,Other,1336033.92
South Dakota,2026-02-01,Other,204973.51
Colorado,2026-02-01,Other,3133984.14
Vermont,2026-02-01,Pre-Rolls,2477123.80
New York,2026-02-01,Concentrates,4344298.83
Pennsylvania,2026-02-01,Vapes,26726377.65
Hawaii,2026-02-01,Pre-Rolls,228262.61
Nunavut,2026-02-01,Pre-Rolls,173060.10
New Hampshire,2026-02-01,Other,58973.75
Yukon,2026-02-01,Pre-Rolls,77309.07
Ontario,2026-02-01,Pre-Rolls,50152526.68
Ontario,2026-02-01,Vapes,31622161.97
Missouri,2026-02-01,Concentrates,5744161.78
Virginia,2026-02-01,Concentrates,522746.41
Yukon,2026-02-01,Concentrates,18734.85
Puerto Rico,2026-02-01,Vapes,2198174.76
Rhode Island,2026-02-01,Vapes,1764912.65
Michigan,2026-02-01,Vapes,51991225.45
West Virginia,2026-02-01,Flower,4509651.31
Rhode Island,2026-02-01,Edibles,1179558.85
Connecticut,2026-02-01,Concentrates,263798.22
Virginia,2026-02-01,Pre-Rolls,1041269.59
Florida,2026-02-01,Vapes,45145845.67
New Jersey,2026-02-01,Concentrates,3163381.29
North Dakota,2026-02-01,Pre-Rolls,69877.41
North Carolina,2026-02-01,Edibles,731401.15
North Carolina,2026-02-01,Flower,1484177.88
Minnesota,2026-02-01,Flower,12006132.51
Washington,2026-02-01,Pre-Rolls,15123438.42
Washington,2026-02-01,Other,2812084.70
Puerto Rico,2026-02-01,Edibles,1334817.15
British Columbia,2026-02-01,Concentrates,2947553.33
Alberta,2026-02-01,Edibles,4699090.65
Newfoundland and Labrador,2026-02-01,Vapes,1405384.43
Nevada,2026-02-01,Other,1826688.61
District of Columbia,2026-02-01,Pre-Rolls,698291.90
Illinois,2026-02-01,Flower,49964961.47
Utah,2026-02-01,Vapes,6760235.50
Colorado,2026-02-01,Edibles,14807039.99
Nevada,2026-02-01,Flower,21219357.80
Utah,2026-02-01,Flower,5204533.27
Pennsylvania,2026-02-01,Pre-Rolls,0.22
Arkansas,2026-02-01,Other,281333.76
Minnesota,2026-02-01,Pre-Rolls,2110728.54
Massachusetts,2026-02-01,Concentrates,5124130.95
Hawaii,2026-02-01,Other,128895.48
Florida,2026-02-01,Flower,64159919.58
Nova Scotia,2026-02-01,Vapes,5807.37
Hawaii,2026-02-01,Edibles,331665.50
British Columbia,2026-02-01,Vapes,16933199.41
Washington,2026-02-01,Edibles,12263759.60
Maine,2026-02-01,Flower,13800648.51
Illinois,2026-02-01,Concentrates,5495706.77
Alaska,2026-02-01,Flower,5534557.10
Mississippi,2026-02-01,Pre-Rolls,1342298.57
Nevada,2026-02-01,Pre-Rolls,9882339.75
Saskatchewan,2026-02-01,Concentrates,243996.32
Alaska,2026-02-01,Concentrates,1240993.18
Newfoundland and Labrador,2026-02-01,Other,317187.29
Arizona,2026-02-01,Pre-Rolls,16568937.30
New Brunswick,2026-02-01,Edibles,181987.42
Ohio,2026-02-01,Concentrates,4727459.58
Yukon,2026-02-01,Edibles,9682.31
Oregon,2026-02-01,Concentrates,6356321.19
District of Columbia,2026-02-01,Flower,2588718.13
Louisiana,2026-02-01,Flower,12072956.86
Ontario,2026-02-01,Concentrates,5762289.61
Nevada,2026-02-01,Concentrates,3024241.84
Ohio,2026-02-01,Vapes,27512459.87
Utah,2026-02-01,Other,654403.29
Delaware,2026-02-01,Edibles,571980.53
Utah,2026-02-01,Concentrates,587600.26
Iowa,2026-02-01,Vapes,688839.09
Texas,2026-02-01,Edibles,179826.46
Louisiana,2026-02-01,Concentrates,492133.27
Nunavut,2026-02-01,Vapes,112476.55
Minnesota,2026-02-01,Other,1080339.37
New Jersey,2026-02-01,Pre-Rolls,16279839.06
New Hampshire,2026-02-01,Concentrates,54736.47
Massachusetts,2026-02-01,Pre-Rolls,26336865.82
Arizona,2026-02-01,Other,1069039.07
Virginia,2026-02-01,Flower,6044476.78
North Carolina,2026-02-01,Other,48104.96
Mississippi,2026-02-01,Edibles,2431501.78
Yukon,2026-02-01,Other,8173.76
Louisiana,2026-02-01,Pre-Rolls,4407320.30
Ontario,2026-02-01,Other,9216426.10
Nova Scotia,2026-02-01,Flower,562376.87
District of Columbia,2026-02-01,Edibles,727196.01
Missouri,2026-02-01,Vapes,32266550.27
Louisiana,2026-02-01,Edibles,2722397.76
California,2026-02-01,Edibles,35822520.10
New Brunswick,2026-02-01,Pre-Rolls,754252.93
California,2026-02-01,Other,13363415.36
Alberta,2026-02-01,Pre-Rolls,18644560.90
Alaska,2026-02-01,Other,542375.43
Saskatchewan,2026-02-01,Pre-Rolls,2029992.76
Washington,2026-02-01,Vapes,27583121.12
Puerto Rico,2026-02-01,Concentrates,308849.25
Pennsylvania,2026-02-01,Edibles,6416086.71
Pennsylvania,2026-02-01,Concentrates,6384836.01
Alaska,2026-02-01,Edibles,1598137.67
Virginia,2026-02-01,Edibles,2038378.06
New Brunswick,2026-02-01,Other,63453.44
Puerto Rico,2026-02-01,Other,271740.48
Illinois,2026-02-01,Vapes,32290831.37
Massachusetts,2026-02-01,Vapes,30360959.26
New Jersey,2026-02-01,Flower,39664797.19
Oregon,2026-02-01,Pre-Rolls,9953789.00
Arkansas,2026-02-01,Concentrates,1828969.54
Manitoba,2026-02-01,Edibles,1001216.63
Hawaii,2026-02-01,Flower,721645.18
Washington,2026-02-01,Flower,22234578.49
Missouri,2026-02-01,Edibles,16383186.97
British Columbia,2026-02-01,Flower,21617875.27
Alaska,2026-02-01,Vapes,3580865.50
Vermont,2026-02-01,Edibles,1541355.14
Maryland,2026-02-01,Concentrates,4407248.13
Delaware,2026-02-01,Pre-Rolls,452375.70
North Dakota,2026-02-01,Other,91387.97
New Brunswick,2026-02-01,Vapes,468428.00
Kentucky,2026-02-01,Edibles,84133.05
New Mexico,2026-02-01,Vapes,11789918.60
New Jersey,2026-02-01,Vapes,26518198.85
Iowa,2026-02-01,Concentrates,147533.27
California,2026-02-01,Concentrates,21027755.02
Illinois,2026-02-01,Edibles,15220769.25
Minnesota,2026-02-01,Vapes,5893064.26
Montana,2026-02-01,Concentrates,2427819.63
Michigan,2026-02-01,Edibles,24559145.30
New Brunswick,2026-02-01,Flower,647944.27
New Hampshire,2026-02-01,Vapes,175489.70
Oregon,2026-02-01,Vapes,20343044.00
Illinois,2026-02-01,Other,1823202.69
Manitoba,2026-02-01,Pre-Rolls,2689647.68
New York,2026-02-01,Vapes,38405835.91
Oklahoma,2026-02-01,Other,2798213.85
Connecticut,2026-02-01,Edibles,3852257.69
New Mexico,2026-02-01,Pre-Rolls,6588709.22
New York,2026-02-01,Edibles,21668083.36
New York,2026-02-01,Flower,45273314.04
Massachusetts,2026-02-01,Flower,54705719.25
Nova Scotia,2026-02-01,Concentrates,94774.98
Ohio,2026-02-01,Other,2418707.54
Colorado,2026-02-01,Concentrates,9955625.25
Oklahoma,2026-02-01,Edibles,9066029.71
Maryland,2026-02-01,Other,1274837.54
Montana,2026-02-01,Pre-Rolls,3487326.72
Virginia,2026-02-01,Other,312962.04
Maryland,2026-02-01,Edibles,9832300.91
West Virginia,2026-02-01,Concentrates,559714.86
Arkansas,2026-02-01,Flower,13665088.10
Puerto Rico,2026-02-01,Pre-Rolls,84184.83
Pennsylvania,2026-02-01,Flower,48342306.13
Nunavut,2026-02-01,Other,12190.76
Arizona,2026-02-01,Flower,33447290.63
Kentucky,2026-02-01,Flower,411270.51
West Virginia,2026-02-01,Edibles,0.00
Ohio,2026-02-01,Pre-Rolls,6269536.63
Nunavut,2026-02-01,Concentrates,14764.73
Ontario,2026-02-01,Flower,53957821.57
Oregon,2026-02-01,Edibles,10075616.41
Alberta,2026-02-01,Vapes,14054503.35
Kentucky,2026-02-01,Other,17358.89
Mississippi,2026-02-01,Flower,7547126.61
Maryland,2026-02-01,Flower,44745194.92
Connecticut,2026-02-01,Other,489148.14
West Virginia,2026-02-01,Other,188425.58
Saskatchewan,2026-02-01,Other,537094.11
Delaware,2026-02-01,Flower,2433627.93
South Dakota,2026-02-01,Vapes,1285506.02
Oregon,2026-02-01,Other,3142181.85
New Mexico,2026-02-01,Concentrates,2815228.60
New York,2026-02-01,Other,3481564.91
Minnesota,2026-02-01,Edibles,2193412.40
Oklahoma,2026-02-01,Pre-Rolls,15528670.98
Yukon,2026-02-01,Flower,37792.17
District of Columbia,2026-02-01,Concentrates,127683.82
North Dakota,2026-02-01,Edibles,32721.72
North Dakota,2026-02-01,Flower,714504.13
Massachusetts,2026-02-01,Other,3065561.77
Newfoundland and Labrador,2026-02-01,Flower,1698958.43
Montana,2026-02-01,Vapes,6485754.79
District of Columbia,2026-02-01,Other,204307.38
Arizona,2026-02-01,Edibles,10857483.16
Virginia,2026-02-01,Vapes,3892179.95
Illinois,2026-02-01,Pre-Rolls,13502491.72
Vermont,2026-02-01,Concentrates,506661.97
Saskatchewan,2026-02-01,Edibles,672272.04
New Jersey,2026-02-01,Other,1772579.07
Georgia,2026-02-01,Other,494001.46
West Virginia,2026-02-01,Vapes,2138976.39
North Carolina,2026-02-01,Pre-Rolls,408230.29
Missouri,2026-02-01,Flower,48795752.72
Oregon,2026-02-01,Flower,21217982.04
Arkansas,2026-02-01,Edibles,3663192.40
Maine,2026-02-01,Edibles,4957344.77
Louisiana,2026-02-01,Other,503283.28
Montana,2026-02-01,Edibles,3262379.48
Michigan,2026-02-01,Concentrates,17392057.85
North Dakota,2026-02-01,Vapes,474705.96
New Mexico,2026-02-01,Other,1045692.03
Manitoba,2026-02-01,Flower,3590454.86
Utah,2026-02-01,Edibles,2119432.40
Vermont,2026-02-01,Vapes,2109320.69
District of Columbia,2026-02-01,Vapes,1178207.55
Vermont,2026-02-01,Other,512830.35
Newfoundland and Labrador,2026-02-01,Concentrates,222784.63
North Dakota,2026-02-01,Concentrates,111362.59
Delaware,2026-02-01,Concentrates,180914.60
British Columbia,2026-02-01,Other,4321330.78
Montana,2026-02-01,Other,971359.96
Newfoundland and Labrador,2026-02-01,Edibles,475845.92
Arkansas,2026-02-01,Vapes,6375612.67
Maine,2026-02-01,Pre-Rolls,6693078.89
Louisiana,2026-02-01,Vapes,7098504.59
Hawaii,2026-02-01,Concentrates,233641.77
Arizona,2026-02-01,Vapes,29662500.17
Pennsylvania,2026-02-01,Other,1898703.21
Texas,2026-02-01,Other,195565.03
California,2026-02-01,Flower,90847358.98
Newfoundland and Labrador,2026-02-01,Pre-Rolls,1258806.88
Florida,2026-02-01,Edibles,15559027.25
New Hampshire,2026-02-01,Edibles,221645.21
Alberta,2026-02-01,Other,5034822.87
Missouri,2026-02-01,Pre-Rolls,15836789.80
North Carolina,2026-02-01,Vapes,1590282.79
New York,2026-02-01,Pre-Rolls,27215659.16
Texas,2026-02-01,Concentrates,0.00
Nevada,2026-02-01,Edibles,7597624.44
Connecticut,2026-02-01,Vapes,6977049.05
New Brunswick,2026-02-01,Concentrates,116674.27
Nova Scotia,2026-02-01,Pre-Rolls,4038.45
Minnesota,2026-02-01,Concentrates,410281.94
Yukon,2026-02-01,Vapes,41454.78
Arkansas,2026-02-01,Pre-Rolls,4.74
North Carolina,2026-02-01,Concentrates,239277.07
Puerto Rico,2026-02-01,Flower,5001441.79
California,2026-02-01,Pre-Rolls,51089517.60
Manitoba,2026-02-01,Vapes,2268465.86
Connecticut,2026-02-01,Pre-Rolls,2904057.58
Missouri,2026-02-01,Other,1898132.85
South Dakota,2026-02-01,Edibles,605736.25
Nova Scotia,2026-02-01,Edibles,22239.27
Mississippi,2026-02-01,Concentrates,1000754.05
South Dakota,2026-02-01,Flower,2287707.70
Ohio,2026-02-01,Flower,42542003.66
Ontario,2026-02-01,Edibles,14204377.69
Vermont,2026-02-01,Flower,4965943.78
New Hampshire,2026-02-01,Pre-Rolls,90018.47
Oklahoma,2026-02-01,Vapes,17497519.91
California,2026-02-01,Vapes,99132006.93
Iowa,2026-02-01,Edibles,43882.71
Washington,2026-02-01,Concentrates,7315897.00
New Mexico,2026-02-01,Edibles,5534611.52
British Columbia,2026-02-01,Pre-Rolls,28558716.76
Maryland,2026-02-01,Pre-Rolls,10180733.08
South Dakota,2026-02-01,Pre-Rolls,480368.74
South Dakota,2026-02-01,Concentrates,421386.06
Massachusetts,2026-02-01,Edibles,17277348.01
Oklahoma,2026-02-01,Flower,50754476.26
Florida,2026-02-01,Other,6869776.98
Mississippi,2026-02-01,Other,451175.75
Ohio,2026-02-01,Edibles,12551138.79
Nevada,2026-02-01,Vapes,15925063.66
Florida,2026-02-01,Concentrates,12204087.45
Georgia,2026-02-01,Edibles,110554.37
New Jersey,2026-02-01,Edibles,11805186.07
Nunavut,2026-02-01,Flower,208065.17
Delaware,2026-02-01,Vapes,1252019.57
Maine,2026-02-01,Vapes,6613188.21
Colorado,2026-02-01,Pre-Rolls,10852785.74
Hawaii,2026-02-01,Vapes,1074444.75
Colorado,2026-02-01,Flower,29699478.93
Michigan,2026-02-01,Pre-Rolls,46901733.07
Rhode Island,2026-02-01,Concentrates,392945.71
Saskatchewan,2026-02-01,Vapes,1900513.44
Iowa,2026-02-01,Other,196935.42
Manitoba,2026-02-01,Concentrates,249935.57
Maine,2026-02-01,Concentrates,2457177.45
Alaska,2026-02-01,Pre-Rolls,2797127.23
Delaware,2026-03-01,Vapes,1324966.48
Puerto Rico,2026-03-01,Vapes,2428863.64
Maine,2026-03-01,Pre-Rolls,7209046.71
Vermont,2026-03-01,Concentrates,548664.00
Nunavut,2026-03-01,Edibles,685.20
Iowa,2026-03-01,Edibles,44660.03
Massachusetts,2026-03-01,Pre-Rolls,29684566.78
North Carolina,2026-03-01,Vapes,1686396.96
Arkansas,2026-03-01,Flower,13392648.93
Connecticut,2026-03-01,Vapes,7716940.35
Arizona,2026-03-01,Vapes,33145282.62
Rhode Island,2026-03-01,Pre-Rolls,1918304.63
New Jersey,2026-03-01,Flower,42786168.95
Oklahoma,2026-03-01,Pre-Rolls,15360769.48
North Dakota,2026-03-01,Vapes,451122.56
Utah,2026-03-01,Edibles,2211492.70
South Dakota,2026-03-01,Edibles,622072.36
Hawaii,2026-03-01,Edibles,407707.55
Manitoba,2026-03-01,Vapes,2474991.49
Pennsylvania,2026-03-01,Concentrates,6701794.85
Arkansas,2026-03-01,Pre-Rolls,0.00
New Brunswick,2026-03-01,Other,70319.92
West Virginia,2026-03-01,Edibles,0.00
Montana,2026-03-01,Other,972672.49
Pennsylvania,2026-03-01,Edibles,7272476.90
North Dakota,2026-03-01,Edibles,30440.90
Alberta,2026-03-01,Other,5297908.33
Alberta,2026-03-01,Vapes,15392058.84
Vermont,2026-03-01,Flower,5364645.34
California,2026-03-01,Edibles,39001367.59
New Mexico,2026-03-01,Vapes,12939197.91
Virginia,2026-03-01,Flower,6499551.23
Ontario,2026-03-01,Other,10999163.97
Oregon,2026-03-01,Flower,23347317.95
Nevada,2026-03-01,Pre-Rolls,11305125.39
Florida,2026-03-01,Other,7419710.51
Colorado,2026-03-01,Other,3580895.97
Hawaii,2026-03-01,Pre-Rolls,266975.69
Louisiana,2026-03-01,Pre-Rolls,5400517.39
Maryland,2026-03-01,Pre-Rolls,11872391.05
Massachusetts,2026-03-01,Edibles,18269817.98
New Jersey,2026-03-01,Pre-Rolls,18368509.41
British Columbia,2026-03-01,Pre-Rolls,25277821.23
New Brunswick,2026-03-01,Vapes,535368.23
Mississippi,2026-03-01,Vapes,2450472.00
Illinois,2026-03-01,Concentrates,5706796.37
Alaska,2026-03-01,Concentrates,1396998.32
